change_type,worksheet,cell,historical_formula,active_formula
ADDED,Project_NCF,T39,,=B39-S39
ADDED,Project_NCF,T40,,=B40-S40
ADDED,Project_NCF,T41,,=B41-S41
ADDED,Project_NCF,T42,,=B42-S42
ADDED,Project_NCF,T43,,=B43-S43
ADDED,Project_NCF,T44,,=B44-S44
ADDED,Project_NCF,T45,,=B45-S45
ADDED,Project_NCF,T46,,=B46-S46
ADDED,Project_NCF,T47,,=B47-S47
ADDED,Project_NCF,T48,,=B48-S48
ADDED,Project_NCF,T49,,=B49-S49
ADDED,Project_NCF,T5,,=B5-S5
ADDED,Project_NCF,T51,,=SUM(T5:T49)
ADDED,Project_NCF,T6,,=B6-S6
ADDED,Project_NCF,T7,,=B7-S7
ADDED,Project_NCF,T8,,=B8-S8
ADDED,Project_NCF,T9,,=B9-S9
ADDED,Project_NCF,U10,,"=IF(SUM(B10:D10)-S10+Q10+R10+U9<0,SUM(B10:D10)-S10+Q10+R10+U9,0)"
ADDED,Project_NCF,U11,,"=IF(SUM(B11:D11)-S11+Q11+R11+U10<0,SUM(B11:D11)-S11+Q11+R11+U10,0)"
ADDED,Project_NCF,U12,,"=IF(SUM(B12:D12)-S12+Q12+R12+U11<0,SUM(B12:D12)-S12+Q12+R12+U11,0)"
ADDED,Project_NCF,U13,,"=IF(SUM(B13:D13)-S13+Q13+R13+U12<0,SUM(B13:D13)-S13+Q13+R13+U12,0)"
ADDED,Project_NCF,U14,,"=IF(SUM(B14:D14)-S14+Q14+R14+U13<0,SUM(B14:D14)-S14+Q14+R14+U13,0)"
ADDED,Project_NCF,U15,,"=IF(SUM(B15:D15)-S15+Q15+R15+U14<0,SUM(B15:D15)-S15+Q15+R15+U14,0)"
ADDED,Project_NCF,U16,,"=IF(SUM(B16:D16)-S16+Q16+R16+U15<0,SUM(B16:D16)-S16+Q16+R16+U15,0)"
ADDED,Project_NCF,U17,,"=IF(SUM(B17:D17)-S17+Q17+R17+U16<0,SUM(B17:D17)-S17+Q17+R17+U16,0)"
ADDED,Project_NCF,U18,,"=IF(SUM(B18:D18)-S18+Q18+R18+U17<0,SUM(B18:D18)-S18+Q18+R18+U17,0)"
ADDED,Project_NCF,U19,,"=IF(SUM(B19:D19)-S19+Q19+R19+U18<0,SUM(B19:D19)-S19+Q19+R19+U18,0)"
ADDED,Project_NCF,U20,,"=IF(SUM(B20:D20)-S20+Q20+R20+U19<0,SUM(B20:D20)-S20+Q20+R20+U19,0)"
ADDED,Project_NCF,U21,,"=IF(SUM(B21:D21)-S21+Q21+R21+U20<0,SUM(B21:D21)-S21+Q21+R21+U20,0)"
ADDED,Project_NCF,U22,,"=IF(SUM(B22:D22)-S22+Q22+R22+U21<0,SUM(B22:D22)-S22+Q22+R22+U21,0)"
ADDED,Project_NCF,U23,,"=IF(SUM(B23:D23)-S23+Q23+R23+U22<0,SUM(B23:D23)-S23+Q23+R23+U22,0)"
ADDED,Project_NCF,U24,,"=IF(SUM(B24:D24)-S24+Q24+R24+U23<0,SUM(B24:D24)-S24+Q24+R24+U23,0)"
ADDED,Project_NCF,U25,,"=IF(SUM(B25:D25)-S25+Q25+R25+U24<0,SUM(B25:D25)-S25+Q25+R25+U24,0)"
ADDED,Project_NCF,U26,,"=IF(SUM(B26:D26)-S26+Q26+R26+U25<0,SUM(B26:D26)-S26+Q26+R26+U25,0)"
ADDED,Project_NCF,U27,,"=IF(SUM(B27:D27)-S27+Q27+R27+U26<0,SUM(B27:D27)-S27+Q27+R27+U26,0)"
ADDED,Project_NCF,U28,,"=IF(SUM(B28:D28)-S28+Q28+R28+U27<0,SUM(B28:D28)-S28+Q28+R28+U27,0)"
ADDED,Project_NCF,U29,,"=IF(SUM(B29:D29)-S29+Q29+R29+U28<0,SUM(B29:D29)-S29+Q29+R29+U28,0)"
ADDED,Project_NCF,U30,,"=IF(SUM(B30:D30)-S30+Q30+R30+U29<0,SUM(B30:D30)-S30+Q30+R30+U29,0)"
ADDED,Project_NCF,U31,,"=IF(SUM(B31:D31)-S31+Q31+R31+U30<0,SUM(B31:D31)-S31+Q31+R31+U30,0)"
ADDED,Project_NCF,U32,,"=IF(SUM(B32:D32)-S32+Q32+R32+U31<0,SUM(B32:D32)-S32+Q32+R32+U31,0)"
ADDED,Project_NCF,U33,,"=IF(SUM(B33:D33)-S33+Q33+R33+U32<0,SUM(B33:D33)-S33+Q33+R33+U32,0)"
ADDED,Project_NCF,U34,,"=IF(SUM(B34:D34)-S34+Q34+R34+U33<0,SUM(B34:D34)-S34+Q34+R34+U33,0)"
ADDED,Project_NCF,U35,,"=IF(SUM(B35:D35)-S35+Q35+R35+U34<0,SUM(B35:D35)-S35+Q35+R35+U34,0)"
ADDED,Project_NCF,U36,,"=IF(SUM(B36:D36)-S36+Q36+R36+U35<0,SUM(B36:D36)-S36+Q36+R36+U35,0)"
ADDED,Project_NCF,U37,,"=IF(SUM(B37:D37)-S37+Q37+R37+U36<0,SUM(B37:D37)-S37+Q37+R37+U36,0)"
ADDED,Project_NCF,U38,,"=IF(SUM(B38:D38)-S38+Q38+R38+U37<0,SUM(B38:D38)-S38+Q38+R38+U37,0)"
ADDED,Project_NCF,U39,,"=IF(SUM(B39:D39)-S39+Q39+R39+U38<0,SUM(B39:D39)-S39+Q39+R39+U38,0)"
ADDED,Project_NCF,U40,,"=IF(SUM(B40:D40)-S40+Q40+R40+U39<0,SUM(B40:D40)-S40+Q40+R40+U39,0)"
ADDED,Project_NCF,U41,,"=IF(SUM(B41:D41)-S41+Q41+R41+U40<0,SUM(B41:D41)-S41+Q41+R41+U40,0)"
ADDED,Project_NCF,U42,,"=IF(SUM(B42:D42)-S42+Q42+R42+U41<0,SUM(B42:D42)-S42+Q42+R42+U41,0)"
ADDED,Project_NCF,U43,,"=IF(SUM(B43:D43)-S43+Q43+R43+U42<0,SUM(B43:D43)-S43+Q43+R43+U42,0)"
ADDED,Project_NCF,U44,,"=IF(SUM(B44:D44)-S44+Q44+R44+U43<0,SUM(B44:D44)-S44+Q44+R44+U43,0)"
ADDED,Project_NCF,U45,,"=IF(SUM(B45:D45)-S45+Q45+R45+U44<0,SUM(B45:D45)-S45+Q45+R45+U44,0)"
ADDED,Project_NCF,U46,,"=IF(SUM(B46:D46)-S46+Q46+R46+U45<0,SUM(B46:D46)-S46+Q46+R46+U45,0)"
ADDED,Project_NCF,U47,,"=IF(SUM(B47:D47)-S47+Q47+R47+U46<0,SUM(B47:D47)-S47+Q47+R47+U46,0)"
ADDED,Project_NCF,U48,,"=IF(SUM(B48:D48)-S48+Q48+R48+U47<0,SUM(B48:D48)-S48+Q48+R48+U47,0)"
ADDED,Project_NCF,U49,,"=IF(SUM(B49:D49)-S49+Q49+R49+U48<0,SUM(B49:D49)-S49+Q49+R49+U48,0)"
ADDED,Project_NCF,U5,,"=IF(SUM(B5:D5)-S5+Q5+R5<0,SUM(B5:D5)-S5+Q5+R5,0)"
ADDED,Project_NCF,U51,,=SUM(U5:U49)
ADDED,Project_NCF,U6,,"=IF(SUM(B6:D6)-S6+Q6+R6+U5<0,SUM(B6:D6)-S6+Q6+R6+U5,0)"
ADDED,Project_NCF,U7,,"=IF(SUM(B7:D7)-S7+Q7+R7+U6<0,SUM(B7:D7)-S7+Q7+R7+U6,0)"
ADDED,Project_NCF,U8,,"=IF(SUM(B8:D8)-S8+Q8+R8+U7<0,SUM(B8:D8)-S8+Q8+R8+U7,0)"
ADDED,Project_NCF,U9,,"=IF(SUM(B9:D9)-S9+Q9+R9+U8<0,SUM(B9:D9)-S9+Q9+R9+U8,0)"
ADDED,Project_NCF,V10,,=T10-U10
ADDED,Project_NCF,V11,,=T11-U11
ADDED,Project_NCF,V12,,=T12-U12
ADDED,Project_NCF,V13,,=T13-U13
ADDED,Project_NCF,V14,,=T14-U14
ADDED,Project_NCF,V15,,=T15-U15
ADDED,Project_NCF,V16,,=T16-U16
ADDED,Project_NCF,V17,,=T17-U17
ADDED,Project_NCF,V18,,=T18-U18
ADDED,Project_NCF,V19,,=T19-U19
ADDED,Project_NCF,V20,,=T20-U20
ADDED,Project_NCF,V21,,=T21-U21
ADDED,Project_NCF,V22,,=T22-U22
ADDED,Project_NCF,V23,,=T23-U23
ADDED,Project_NCF,V24,,=T24-U24
ADDED,Project_NCF,V25,,=T25-U25
ADDED,Project_NCF,V26,,=T26-U26
ADDED,Project_NCF,V27,,=T27-U27
ADDED,Project_NCF,V28,,=T28-U28
ADDED,Project_NCF,V29,,=T29-U29
ADDED,Project_NCF,V30,,=T30-U30
ADDED,Project_NCF,V31,,=T31-U31
ADDED,Project_NCF,V32,,=T32-U32
ADDED,Project_NCF,V33,,=T33-U33
ADDED,Project_NCF,V34,,=T34-U34
ADDED,Project_NCF,V35,,=T35-U35
ADDED,Project_NCF,V36,,=T36-U36
ADDED,Project_NCF,V37,,=T37-U37
ADDED,Project_NCF,V38,,=T38-U38
ADDED,Project_NCF,V39,,=T39-U39
ADDED,Project_NCF,V40,,=T40-U40
ADDED,Project_NCF,V41,,=T41-U41
ADDED,Project_NCF,V42,,=T42-U42
ADDED,Project_NCF,V43,,=T43-U43
ADDED,Project_NCF,V44,,=T44-U44
ADDED,Project_NCF,V45,,=T45-U45
ADDED,Project_NCF,V46,,=T46-U46
ADDED,Project_NCF,V47,,=T47-U47
ADDED,Project_NCF,V48,,=T48-U48
ADDED,Project_NCF,V49,,=T49-U49
ADDED,Project_NCF,V5,,=T5-U5
ADDED,Project_NCF,V51,,=SUM(V5:V49)
ADDED,Project_NCF,V6,,=T6-U6
ADDED,Project_NCF,V7,,=T7-U7
ADDED,Project_NCF,V8,,=T8-U8
ADDED,Project_NCF,V9,,=T9-U9
ADDED,Project_NCF,W10,,=Cap_Allow!FP7+'Cap_Allow Gas'!FP7
ADDED,Project_NCF,W11,,=Cap_Allow!FP8+'Cap_Allow Gas'!FP8
ADDED,Project_NCF,W12,,=Cap_Allow!FP9+'Cap_Allow Gas'!FP9
ADDED,Project_NCF,W13,,=Cap_Allow!FP10+'Cap_Allow Gas'!FP10
ADDED,Project_NCF,W14,,=Cap_Allow!FP11+'Cap_Allow Gas'!FP11
ADDED,Project_NCF,W15,,=Cap_Allow!FP12+'Cap_Allow Gas'!FP12
ADDED,Project_NCF,W16,,=Cap_Allow!FP13+'Cap_Allow Gas'!FP13
ADDED,Project_NCF,W17,,=Cap_Allow!FP14+'Cap_Allow Gas'!FP14
ADDED,Project_NCF,W18,,=Cap_Allow!FP15+'Cap_Allow Gas'!FP15
ADDED,Project_NCF,W19,,=Cap_Allow!FP16+'Cap_Allow Gas'!FP16
ADDED,Project_NCF,W20,,=Cap_Allow!FP17+'Cap_Allow Gas'!FP17
ADDED,Project_NCF,W21,,=Cap_Allow!FP18+'Cap_Allow Gas'!FP18
ADDED,Project_NCF,W22,,=Cap_Allow!FP19+'Cap_Allow Gas'!FP19
ADDED,Project_NCF,W23,,=Cap_Allow!FP20+'Cap_Allow Gas'!FP20
ADDED,Project_NCF,W24,,=Cap_Allow!FP21+'Cap_Allow Gas'!FP21
ADDED,Project_NCF,W25,,=Cap_Allow!FP22+'Cap_Allow Gas'!FP22
ADDED,Project_NCF,W26,,=Cap_Allow!FP23+'Cap_Allow Gas'!FP23
ADDED,Project_NCF,W27,,=Cap_Allow!FP24+'Cap_Allow Gas'!FP24
ADDED,Project_NCF,W28,,=Cap_Allow!FP25+'Cap_Allow Gas'!FP25
ADDED,Project_NCF,W29,,=Cap_Allow!FP26+'Cap_Allow Gas'!FP26
ADDED,Project_NCF,W30,,=Cap_Allow!FP27+'Cap_Allow Gas'!FP27
ADDED,Project_NCF,W31,,=Cap_Allow!FP28+'Cap_Allow Gas'!FP28
ADDED,Project_NCF,W32,,=Cap_Allow!FP29+'Cap_Allow Gas'!FP29
ADDED,Project_NCF,W33,,=Cap_Allow!FP30+'Cap_Allow Gas'!FP30
ADDED,Project_NCF,W34,,=Cap_Allow!FP31+'Cap_Allow Gas'!FP31
ADDED,Project_NCF,W35,,=Cap_Allow!FP32+'Cap_Allow Gas'!FP32
ADDED,Project_NCF,W36,,=Cap_Allow!FP33+'Cap_Allow Gas'!FP33
ADDED,Project_NCF,W37,,=Cap_Allow!FP34+'Cap_Allow Gas'!FP34
ADDED,Project_NCF,W38,,=Cap_Allow!FP35+'Cap_Allow Gas'!FP35
ADDED,Project_NCF,W39,,=Cap_Allow!FP36+'Cap_Allow Gas'!FP36
ADDED,Project_NCF,W40,,=Cap_Allow!FP37+'Cap_Allow Gas'!FP37
ADDED,Project_NCF,W41,,=Cap_Allow!FP38+'Cap_Allow Gas'!FP38
ADDED,Project_NCF,W42,,=Cap_Allow!FP39+'Cap_Allow Gas'!FP39
ADDED,Project_NCF,W43,,=Cap_Allow!FP40+'Cap_Allow Gas'!FP40
ADDED,Project_NCF,W44,,=Cap_Allow!FP41+'Cap_Allow Gas'!FP41
ADDED,Project_NCF,W45,,=Cap_Allow!FP42+'Cap_Allow Gas'!FP42
ADDED,Project_NCF,W46,,=Cap_Allow!FP43+'Cap_Allow Gas'!FP43
ADDED,Project_NCF,W47,,=Cap_Allow!FP44+'Cap_Allow Gas'!FP44
ADDED,Project_NCF,W48,,=Cap_Allow!FP45+'Cap_Allow Gas'!FP45
ADDED,Project_NCF,W49,,=Cap_Allow!FP46+'Cap_Allow Gas'!FP46
ADDED,Project_NCF,W51,,=SUM(W5:W49)
ADDED,Project_NCF,W8,,=Cap_Allow!FP5+'Cap_Allow Gas'!FP5
ADDED,Project_NCF,W9,,=Cap_Allow!FP6+'Cap_Allow Gas'!FP6
ADDED,Project_NCF,X10,,=Cap_Allow!FQ7+'Cap_Allow Gas'!FQ7+'Equity Dash'!L6
ADDED,Project_NCF,X11,,=Cap_Allow!FQ8+'Cap_Allow Gas'!FQ8+'Equity Dash'!L7
ADDED,Project_NCF,X12,,=Cap_Allow!FQ9+'Cap_Allow Gas'!FQ9+'Equity Dash'!L8
ADDED,Project_NCF,X13,,=Cap_Allow!FQ10+'Cap_Allow Gas'!FQ10+'Equity Dash'!L9
ADDED,Project_NCF,X14,,=Cap_Allow!FQ11+'Cap_Allow Gas'!FQ11+'Equity Dash'!L10
ADDED,Project_NCF,X15,,=Cap_Allow!FQ12+'Cap_Allow Gas'!FQ12+'Equity Dash'!L11
ADDED,Project_NCF,X16,,=Cap_Allow!FQ13+'Cap_Allow Gas'!FQ13+'Equity Dash'!L12
ADDED,Project_NCF,X17,,=Cap_Allow!FQ14+'Cap_Allow Gas'!FQ14+'Equity Dash'!L13
ADDED,Project_NCF,X18,,=Cap_Allow!FQ15+'Cap_Allow Gas'!FQ15+'Equity Dash'!L14
ADDED,Project_NCF,X19,,=Cap_Allow!FQ16+'Cap_Allow Gas'!FQ16+'Equity Dash'!L15
ADDED,Project_NCF,X20,,=Cap_Allow!FQ17+'Cap_Allow Gas'!FQ17+'Equity Dash'!L16
ADDED,Project_NCF,X21,,=Cap_Allow!FQ18+'Cap_Allow Gas'!FQ18+'Equity Dash'!L17
ADDED,Project_NCF,X22,,=Cap_Allow!FQ19+'Cap_Allow Gas'!FQ19+'Equity Dash'!L18
ADDED,Project_NCF,X23,,=Cap_Allow!FQ20+'Cap_Allow Gas'!FQ20+'Equity Dash'!L19
ADDED,Project_NCF,X24,,=Cap_Allow!FQ21+'Cap_Allow Gas'!FQ21+'Equity Dash'!L20
ADDED,Project_NCF,X25,,=Cap_Allow!FQ22+'Cap_Allow Gas'!FQ22+'Equity Dash'!L21
ADDED,Project_NCF,X26,,=Cap_Allow!FQ23+'Cap_Allow Gas'!FQ23+'Equity Dash'!L22
ADDED,Project_NCF,X27,,=Cap_Allow!FQ24+'Cap_Allow Gas'!FQ24+'Equity Dash'!L23
ADDED,Project_NCF,X28,,=Cap_Allow!FQ25+'Cap_Allow Gas'!FQ25+'Equity Dash'!L24
ADDED,Project_NCF,X29,,=Cap_Allow!FQ26+'Cap_Allow Gas'!FQ26+'Equity Dash'!L25
ADDED,Project_NCF,X30,,=Cap_Allow!FQ27+'Cap_Allow Gas'!FQ27+'Equity Dash'!L26
ADDED,Project_NCF,X31,,=Cap_Allow!FQ28+'Cap_Allow Gas'!FQ28+'Equity Dash'!L27
ADDED,Project_NCF,X32,,=Cap_Allow!FQ29+'Cap_Allow Gas'!FQ29+'Equity Dash'!L28
ADDED,Project_NCF,X33,,=Cap_Allow!FQ30+'Cap_Allow Gas'!FQ30+'Equity Dash'!L29
ADDED,Project_NCF,X34,,=Cap_Allow!FQ31+'Cap_Allow Gas'!FQ31+'Equity Dash'!L30
ADDED,Project_NCF,X35,,=Cap_Allow!FQ32+'Cap_Allow Gas'!FQ32+'Equity Dash'!L31
ADDED,Project_NCF,X36,,=Cap_Allow!FQ33+'Cap_Allow Gas'!FQ33+'Equity Dash'!L32
ADDED,Project_NCF,X37,,=Cap_Allow!FQ34+'Cap_Allow Gas'!FQ34+'Equity Dash'!L33
ADDED,Project_NCF,X38,,=Cap_Allow!FQ35+'Cap_Allow Gas'!FQ35+'Equity Dash'!L34
ADDED,Project_NCF,X39,,=Cap_Allow!FQ36+'Cap_Allow Gas'!FQ36+'Equity Dash'!L35
ADDED,Project_NCF,X40,,=Cap_Allow!FQ37+'Cap_Allow Gas'!FQ37+'Equity Dash'!L36
ADDED,Project_NCF,X41,,=Cap_Allow!FQ38+'Cap_Allow Gas'!FQ38+'Equity Dash'!L37
ADDED,Project_NCF,X42,,=Cap_Allow!FQ39+'Cap_Allow Gas'!FQ39+'Equity Dash'!L38
ADDED,Project_NCF,X43,,=Cap_Allow!FQ40+'Cap_Allow Gas'!FQ40+'Equity Dash'!L39
ADDED,Project_NCF,X44,,=Cap_Allow!FQ41+'Cap_Allow Gas'!FQ41+'Equity Dash'!L40
ADDED,Project_NCF,X45,,=Cap_Allow!FQ42+'Cap_Allow Gas'!FQ42+'Equity Dash'!L41
ADDED,Project_NCF,X46,,=Cap_Allow!FQ43+'Cap_Allow Gas'!FQ43+'Equity Dash'!L42
ADDED,Project_NCF,X47,,=Cap_Allow!FQ44+'Cap_Allow Gas'!FQ44+'Equity Dash'!L43
ADDED,Project_NCF,X48,,=Cap_Allow!FQ45+'Cap_Allow Gas'!FQ45+'Equity Dash'!L44
ADDED,Project_NCF,X49,,=Cap_Allow!FQ46+'Cap_Allow Gas'!FQ46+'Equity Dash'!L45
ADDED,Project_NCF,X51,,=SUM(X5:X49)
ADDED,Project_NCF,X7,,=Cap_Allow!FQ4+'Cap_Allow Gas'!FQ4
ADDED,Project_NCF,X8,,=Cap_Allow!FQ5+'Cap_Allow Gas'!FQ5+'Equity Dash'!L4
ADDED,Project_NCF,X9,,=Cap_Allow!FQ6+'Cap_Allow Gas'!FQ6+'Equity Dash'!L5
ADDED,Project_NCF,Y10,,=CIT_NCF_Oil!AC10+CIT_NCF_Gas!AC10
ADDED,Project_NCF,Y11,,=CIT_NCF_Oil!AC11+CIT_NCF_Gas!AC11
ADDED,Project_NCF,Y12,,=CIT_NCF_Oil!AC12+CIT_NCF_Gas!AC12
ADDED,Project_NCF,Y13,,=CIT_NCF_Oil!AC13+CIT_NCF_Gas!AC13
ADDED,Project_NCF,Y14,,=CIT_NCF_Oil!AC14+CIT_NCF_Gas!AC14
ADDED,Project_NCF,Y15,,=CIT_NCF_Oil!AC15+CIT_NCF_Gas!AC15
ADDED,Project_NCF,Y16,,=CIT_NCF_Oil!AC16+CIT_NCF_Gas!AC16
ADDED,Project_NCF,Y17,,=CIT_NCF_Oil!AC17+CIT_NCF_Gas!AC17
ADDED,Project_NCF,Y18,,=CIT_NCF_Oil!AC18+CIT_NCF_Gas!AC18
ADDED,Project_NCF,Y19,,=CIT_NCF_Oil!AC19+CIT_NCF_Gas!AC19
ADDED,Project_NCF,Y20,,=CIT_NCF_Oil!AC20+CIT_NCF_Gas!AC20
ADDED,Project_NCF,Y21,,=CIT_NCF_Oil!AC21+CIT_NCF_Gas!AC21
ADDED,Project_NCF,Y22,,=CIT_NCF_Oil!AC22+CIT_NCF_Gas!AC22
ADDED,Project_NCF,Y23,,=CIT_NCF_Oil!AC23+CIT_NCF_Gas!AC23
ADDED,Project_NCF,Y24,,=CIT_NCF_Oil!AC24+CIT_NCF_Gas!AC24
ADDED,Project_NCF,Y25,,=CIT_NCF_Oil!AC25+CIT_NCF_Gas!AC25
ADDED,Project_NCF,Y26,,=CIT_NCF_Oil!AC26+CIT_NCF_Gas!AC26
ADDED,Project_NCF,Y27,,=CIT_NCF_Oil!AC27+CIT_NCF_Gas!AC27
ADDED,Project_NCF,Y28,,=CIT_NCF_Oil!AC28+CIT_NCF_Gas!AC28
ADDED,Project_NCF,Y29,,=CIT_NCF_Oil!AC29+CIT_NCF_Gas!AC29
ADDED,Project_NCF,Y30,,=CIT_NCF_Oil!AC30+CIT_NCF_Gas!AC30
ADDED,Project_NCF,Y31,,=CIT_NCF_Oil!AC31+CIT_NCF_Gas!AC31
ADDED,Project_NCF,Y32,,=CIT_NCF_Oil!AC32+CIT_NCF_Gas!AC32
ADDED,Project_NCF,Y33,,=CIT_NCF_Oil!AC33+CIT_NCF_Gas!AC33
ADDED,Project_NCF,Y34,,=CIT_NCF_Oil!AC34+CIT_NCF_Gas!AC34
ADDED,Project_NCF,Y35,,=CIT_NCF_Oil!AC35+CIT_NCF_Gas!AC35
ADDED,Project_NCF,Y36,,=CIT_NCF_Oil!AC36+CIT_NCF_Gas!AC36
ADDED,Project_NCF,Y37,,=CIT_NCF_Oil!AC37+CIT_NCF_Gas!AC37
ADDED,Project_NCF,Y38,,=CIT_NCF_Oil!AC38+CIT_NCF_Gas!AC38
ADDED,Project_NCF,Y39,,=CIT_NCF_Oil!AC39+CIT_NCF_Gas!AC39
ADDED,Project_NCF,Y40,,=CIT_NCF_Oil!AC40+CIT_NCF_Gas!AC40
ADDED,Project_NCF,Y41,,=CIT_NCF_Oil!AC41+CIT_NCF_Gas!AC41
ADDED,Project_NCF,Y42,,=CIT_NCF_Oil!AC42+CIT_NCF_Gas!AC42
ADDED,Project_NCF,Y43,,=CIT_NCF_Oil!AC43+CIT_NCF_Gas!AC43
ADDED,Project_NCF,Y44,,=CIT_NCF_Oil!AC44+CIT_NCF_Gas!AC44
ADDED,Project_NCF,Y45,,=CIT_NCF_Oil!AC45+CIT_NCF_Gas!AC45
ADDED,Project_NCF,Y46,,=CIT_NCF_Oil!AC46+CIT_NCF_Gas!AC46
ADDED,Project_NCF,Y47,,=CIT_NCF_Oil!AC47+CIT_NCF_Gas!AC47
ADDED,Project_NCF,Y48,,=CIT_NCF_Oil!AC48+CIT_NCF_Gas!AC48
ADDED,Project_NCF,Y49,,=CIT_NCF_Oil!AC49+CIT_NCF_Gas!AC49
ADDED,Project_NCF,Y5,,=CIT_NCF_Oil!AC5+CIT_NCF_Gas!AC5
ADDED,Project_NCF,Y51,,=SUM(Y5:Y49)
ADDED,Project_NCF,Y6,,=CIT_NCF_Oil!AC6+CIT_NCF_Gas!AC6
ADDED,Project_NCF,Y7,,=CIT_NCF_Oil!AC7+CIT_NCF_Gas!AC7
ADDED,Project_NCF,Y8,,=CIT_NCF_Oil!AC8+CIT_NCF_Gas!AC8
ADDED,Project_NCF,Y9,,=CIT_NCF_Oil!AC9+CIT_NCF_Gas!AC9
ADDED,Project_NCF,Z10,,=V10-X10
ADDED,Project_NCF,Z11,,=V11-X11
ADDED,Project_NCF,Z12,,=V12-X12
ADDED,Project_NCF,Z13,,=V13-X13
ADDED,Project_NCF,Z14,,=V14-X14
ADDED,Project_NCF,Z15,,=V15-X15
ADDED,Project_NCF,Z16,,=V16-X16
ADDED,Project_NCF,Z17,,=V17-X17
ADDED,Project_NCF,Z18,,=V18-X18
ADDED,Project_NCF,Z19,,=V19-X19
ADDED,Project_NCF,Z20,,=V20-X20
ADDED,Project_NCF,Z21,,=V21-X21
ADDED,Project_NCF,Z22,,=V22-X22
ADDED,Project_NCF,Z23,,=V23-X23
ADDED,Project_NCF,Z24,,=V24-X24
ADDED,Project_NCF,Z25,,=V25-X25
ADDED,Project_NCF,Z26,,=V26-X26
ADDED,Project_NCF,Z27,,=V27-X27
ADDED,Project_NCF,Z28,,=V28-X28
ADDED,Project_NCF,Z29,,=V29-X29
ADDED,Project_NCF,Z30,,=V30-X30
ADDED,Project_NCF,Z31,,=V31-X31
ADDED,Project_NCF,Z32,,=V32-X32
ADDED,Project_NCF,Z33,,=V33-X33
ADDED,Project_NCF,Z34,,=V34-X34
ADDED,Project_NCF,Z35,,=V35-X35
ADDED,Project_NCF,Z36,,=V36-X36
ADDED,Project_NCF,Z37,,=V37-X37
ADDED,Project_NCF,Z38,,=V38-X38
ADDED,Project_NCF,Z39,,=V39-X39
ADDED,Project_NCF,Z40,,=V40-X40
ADDED,Project_NCF,Z41,,=V41-X41
ADDED,Project_NCF,Z42,,=V42-X42
ADDED,Project_NCF,Z43,,=V43-X43
ADDED,Project_NCF,Z44,,=V44-X44
ADDED,Project_NCF,Z45,,=V45-X45
ADDED,Project_NCF,Z46,,=V46-X46
ADDED,Project_NCF,Z47,,=V47-X47
ADDED,Project_NCF,Z48,,=V48-X48
ADDED,Project_NCF,Z49,,=V49-X49
ADDED,Project_NCF,Z5,,=CIT_NCF_Oil!AD5+CIT_NCF_Gas!AD5
ADDED,Project_NCF,Z51,,=SUM(Z5:Z49)
ADDED,Project_NCF,Z6,,=CIT_NCF_Oil!AD6+CIT_NCF_Gas!AD6
ADDED,Project_NCF,Z7,,=V7-X7
ADDED,Project_NCF,Z8,,=V8-X8
ADDED,Project_NCF,Z9,,=V9-X9
REMOVED,Block_TC,A54,=A53+1,
REMOVED,Block_TC,A55,=A54+1,
REMOVED,Block_TC,A56,=A55+1,
REMOVED,Block_TC,A57,=A56+1,
REMOVED,Block_TC,A58,=A57+1,
REMOVED,Block_TC,A59,=A58+1,
REMOVED,Block_TC,A60,=A59+1,
REMOVED,Block_TC,AE54,=AJ54,
REMOVED,Block_TC,AE55,=AJ55,
REMOVED,Block_TC,AE56,=AJ56,
REMOVED,Block_TC,AE57,=AJ57,
REMOVED,Block_TC,AE58,=AJ58,
REMOVED,Block_TC,AE59,=AJ59,
REMOVED,Block_TC,AE60,=AJ60,
REMOVED,Block_TC,AJ54,=AO54,
REMOVED,Block_TC,AJ55,=AO55,
REMOVED,Block_TC,AJ56,=AO56,
REMOVED,Block_TC,AJ57,=AO57,
REMOVED,Block_TC,AJ58,=AO58,
REMOVED,Block_TC,AJ59,=AO59,
REMOVED,Block_TC,AJ60,=AO60,
REMOVED,Block_TC,AO54,=AT54,
REMOVED,Block_TC,AO55,=AT55,
REMOVED,Block_TC,AO56,=AT56,
REMOVED,Block_TC,AO57,=AT57,
REMOVED,Block_TC,AO58,=AT58,
REMOVED,Block_TC,AO59,=AT59,
REMOVED,Block_TC,AO60,=AT60,
REMOVED,Block_TC,AT54,=AY54,
REMOVED,Block_TC,AT55,=AY55,
REMOVED,Block_TC,AT56,=AY56,
REMOVED,Block_TC,AT57,=AY57,
REMOVED,Block_TC,AT58,=AY58,
REMOVED,Block_TC,AT59,=AY59,
REMOVED,Block_TC,AT60,=AY60,
REMOVED,Block_TC,AY54,=BD54,
REMOVED,Block_TC,AY55,=BD55,
REMOVED,Block_TC,AY56,=BD56,
REMOVED,Block_TC,AY57,=BD57,
REMOVED,Block_TC,AY58,=BD58,
REMOVED,Block_TC,AY59,=BD59,
REMOVED,Block_TC,AY60,=BD60,
REMOVED,Block_TC,BD54,=BI54,
REMOVED,Block_TC,BD55,=BI55,
REMOVED,Block_TC,BD56,=BI56,
REMOVED,Block_TC,BD57,=BI57,
REMOVED,Block_TC,BD58,=BI58,
REMOVED,Block_TC,BD59,=BI59,
REMOVED,Block_TC,BD60,=BI60,
REMOVED,Block_TC,BI54,=BN65,
